"","dates","titles","push","id","topic","theme","score","score2"
"10092",2017-08-24,"[新聞] 世大運棒球 台灣追回1分 2:3落後",-3,"M.1503526548.A.F16","世大運","重大活動",0.1,0.1
"10093",2017-08-24,"[新聞] 世大運選手 最愛鹽酥雞、牛肉麵",6,"M.1503526610.A.340","世大運","重大活動",0.5,0.5
"10094",2017-08-24,"[爆卦] 世大運開幕式鬧場劇本早套好招",-21,"M.1503527999.A.5C7","世大運","重大活動",0.1,0.1
"10095",2017-08-24,"Re: [新聞] 稱鬧世大運不丟臉　李來希：出國只能選廉",-4,"M.1503532428.A.998","世大運","重大活動",0.1,0.1
"10096",2017-08-24,"[問卦] 世大運有啥好驕傲的？",-5,"M.1503534436.A.945","世大運","重大活動",0.1,0.1
"10097",2017-08-24,"[新聞] 看到台灣正妹凍未條 世大運洋選手變色狼",13,"M.1503535700.A.1F1","世大運","重大活動",0.5,0.5
"10098",2017-08-24,"[問卦] 有沒有世大運一直打臉媒體的八卦",124,"M.1503537216.A.E8E","世大運","重大活動",2,1.5
"10099",2017-08-24,"Re: [新聞] 不理各界撻伐 反年改還要鬧世大運閉幕式",1,"M.1503540641.A.C12","世大運","重大活動",0.5,0.5
"10100",2017-08-24,"[ＦＢ] 妖西：柯P辦的世大運哪裡好? 是選手好",-151,"M.1503540691.A.B5E","世大運","重大活動",0.1,0.1
"10101",2017-08-24,"Re: [問卦] 有沒有世大運一直打臉媒體的八卦",4,"M.1503540940.A.6A6","世大運","重大活動",0.5,0.5
"10102",2017-08-24,"[新聞] 柯P世大運危機處理 姚文智：亂七八糟",-16,"M.1503540974.A.EF3","世大運","重大活動",0.1,0.1
"10103",2017-08-24,"[問卦] 世大運羽球團體",1,"M.1503540985.A.264","世大運","重大活動",0.5,0.5
"10104",2017-08-24,"Re: [ＦＢ] 妖西：柯P辦的世大運哪裡好? 是選手好",16,"M.1503541231.A.FDD","世大運","重大活動",0.5,0.5
"10105",2017-08-24,"[新聞] 世大運爆性騷！工作人員遭外籍選手襲胸",49,"M.1503541331.A.557","世大運","重大活動",0.5,0.5
"10106",2017-08-24,"Re: [新聞] 柯P世大運危機處理 姚文智：亂七八糟",3,"M.1503541610.A.94E","世大運","重大活動",0.5,0.5
"10107",2017-08-24,"[新聞] 世大運／世大運超夯！總售票收入破億",162,"M.1503541620.A.54B","世大運","重大活動",2,1.5
"10108",2017-08-24,"[問卦] 世大運為何沒有比吃鹹酥雞比賽",-2,"M.1503541671.A.806","世大運","重大活動",0.1,0.1
"10109",2017-08-24,"[新聞] 世大運遭反年改鬧場 柯P私人簡訊曝光",157,"M.1503541729.A.69C","世大運","重大活動",2,1.5
"10110",2017-08-24,"Re: [新聞] 柯P世大運危機處理 姚文智：亂七八糟",5,"M.1503541768.A.A2F","世大運","重大活動",0.5,0.5
"10111",2017-08-24,"[新聞] 陸農村女趁世大運來台賣淫 恩客竟有外國",15,"M.1503542068.A.C88","世大運","重大活動",0.5,0.5
"10112",2017-08-24,"[新聞] 林宜青世大運跆拳道出戰 家鄉阿嬤包車加",0,"M.1503542345.A.359","世大運","重大活動",0.1,0.1
"10113",2017-08-24,"[問卦] 如果世大運選手參加綜藝大集合 會怎樣",10,"M.1503542421.A.A58","世大運","重大活動",0.5,0.5
"10114",2017-08-24,"Re: [ＦＢ] 妖西：柯P辦的世大運哪裡好? 是選手好",146,"M.1503542696.A.9EE","世大運","重大活動",2,1.5
"10115",2017-08-24,"Re: [新聞] 世大運／世大運超夯！總售票收入破億",18,"M.1503544230.A.0DC","世大運","重大活動",0.5,0.5
"10116",2017-08-24,"[新聞] 詭異！天鴿罕見「變身」　臨走救了世大運",227,"M.1503544264.A.22A","世大運","重大活動",3,2
"10117",2017-08-24,"Re: [ＦＢ] 妖西：柯P辦的世大運哪裡好? 是選手好",-5,"M.1503544903.A.E20","世大運","重大活動",0.1,0.1
"10118",2017-08-24,"[新聞] 田徑傳奇劉易士：世大運讓選手體驗奧運經",63,"M.1503546408.A.B8F","世大運","重大活動",1,1
"10119",2017-08-24,"[新聞] 神正！世大運金髮碧眼芬蘭選手 遭網友「",-31,"M.1503546523.A.D64","世大運","重大活動",0.1,0.1
"10120",2017-08-24,"[新聞] 世大運閉幕派軍隊？保證小英再登《時代》",-29,"M.1503546810.A.C11","世大運","重大活動",0.1,0.1
"10121",2017-08-24,"Re: [新聞] 世大運閉幕派軍隊？保證小英再登《時代》",5,"M.1503547127.A.AF5","世大運","重大活動",0.5,0.5
"10122",2017-08-24,"[新聞] 世大運棒球 台灣首摘金",-2,"M.1503547755.A.EA9","世大運","重大活動",0.1,0.1
"10123",2017-08-24,"[新聞] 世大運驚傳性騷擾 女性工作人員遭外國男",46,"M.1503547819.A.0B1","世大運","重大活動",0.5,0.5
"10124",2017-08-24,"Re: [新聞] 神正！世大運金髮碧眼芬蘭選手 遭網友「",20,"M.1503548047.A.EB3","世大運","重大活動",0.5,0.5
"10125",2017-08-24,"Re: [新聞] 神正！世大運金髮碧眼芬蘭選手 遭網友「",5,"M.1503548096.A.38C","世大運","重大活動",0.5,0.5
"10126",2017-08-24,"[新聞] 會運動的女生最美！盤點世大運美女運動員",0,"M.1503548119.A.EBF","世大運","重大活動",0.1,0.1
"10127",2017-08-24,"[問卦] 世大運辦成功 有些人氣到快中風？",208,"M.1503548364.A.EF5","世大運","重大活動",3,2
"10128",2017-08-24,"[問卦] 世大運籃球票大家都買幾張啊",6,"M.1503548415.A.170","世大運","重大活動",0.5,0.5
"10129",2017-08-24,"Re: [問卦] 世大運辦成功 有些人氣到快中風？",5,"M.1503548700.A.976","世大運","重大活動",0.5,0.5
"10130",2017-08-24,"[問卦] 台男在世大運被看破手腳??",64,"M.1503548702.A.CCC","世大運","重大活動",1,1
"10131",2017-08-24,"Re: [問卦] 台男在世大運被看破手腳??",13,"M.1503548972.A.0B0","世大運","重大活動",0.5,0.5
"10132",2017-08-24,"[問卦] 世大運自償率那麼低,台北債留子孫怎麼辦?",1,"M.1503549284.A.E4F","世大運","重大活動",0.5,0.5
"10133",2017-08-24,"[問卦] 有世大運找山寨喬丹當贊助格調很low八卦",17,"M.1503549729.A.8C7","世大運","重大活動",0.5,0.5
"10134",2017-08-24,"Re: [問卦] 台男在世大運被看破手腳??",0,"M.1503549928.A.384","世大運","重大活動",0.1,0.1
"10135",2017-08-24,"[新聞] 仁愛路將成世大運賽道　今晚八點後停車會",36,"M.1503550019.A.ABD","世大運","重大活動",0.5,0.5
"10136",2017-08-24,"Re: [問卦] 世大運自償率那麼低,台北債留子孫怎麼辦?",8,"M.1503550561.A.DB6","世大運","重大活動",0.5,0.5
"10137",2017-08-24,"[問卦] 為什麼世大運設備那麼爛阿",-3,"M.1503550805.A.D32","世大運","重大活動",0.1,0.1
"10138",2017-08-24,"Re: [問卦] 世大運辦成功 有些人氣到快中風？",6,"M.1503551222.A.6BC","世大運","重大活動",0.5,0.5
"10139",2017-08-24,"[問卦] 當初嘴世大運售票率的人 現在還好嗎?",46,"M.1503551313.A.8C1","世大運","重大活動",0.5,0.5
"10140",2017-08-24,"Re: [問卦] 世大運辦成功 有些人氣到快中風？",-1,"M.1503551338.A.4D2","世大運","重大活動",0.1,0.1
"10141",2017-08-24,"[新聞] 世大運開幕第5天 選手對台灣高評價！",163,"M.1503551559.A.727","世大運","重大活動",2,1.5
"10142",2017-08-24,"[問卦] 世大運到底干我屁事？",-75,"M.1503552020.A.1DE","世大運","重大活動",0.1,0.1
"10143",2017-08-24,"Re: [問卦] 世大運到底干我屁事？",0,"M.1503552368.A.DD9","世大運","重大活動",0.1,0.1
"10144",2017-08-24,"[問卦] 74團怎不趁世大運期間上街遊行",8,"M.1503553272.A.784","世大運","重大活動",0.5,0.5
"10145",2017-08-24,"[新聞] 世大運／中國至今0金　獎牌榜落居28名近",107,"M.1503553356.A.3B0","世大運","重大活動",2,1.5
"10146",2017-08-24,"Re: [新聞] 世大運「哈台味」　選手村餐廳鹹酥雞炸",7,"M.1503553371.A.951","世大運","重大活動",0.5,0.5
"10147",2017-08-24,"[問卦] 家人是9.2一直在黑世大運該怎麼辦",15,"M.1503553483.A.31A","世大運","重大活動",0.5,0.5
"10148",2017-08-24,"Re: [新聞] 世大運開幕第5天 選手對台灣高評價！",4,"M.1503554294.A.DD9","世大運","重大活動",0.5,0.5
"10149",2017-08-24,"Re: [新聞] 詭異！天鴿罕見「變身」　臨走救了世大運",3,"M.1503554394.A.A0B","世大運","重大活動",0.5,0.5
"10150",2017-08-24,"[新聞] 中華職棒／統一獅世大運好手　陳重羽、",8,"M.1503554535.A.46C","世大運","重大活動",0.5,0.5
"10151",2017-08-24,"[新聞] 用行動挺世大運！館長霸氣提供場館　",8,"M.1503554983.A.CAB","世大運","重大活動",0.5,0.5
"10152",2017-08-24,"[新聞] 世大運》獅球星謎之守備 徐展元罕見動怒",3,"M.1503555061.A.1F8","世大運","重大活動",0.5,0.5
"10153",2017-08-24,"Re: [新聞] 詭異！天鴿罕見「變身」　臨走救了世大運",20,"M.1503555529.A.3B7","世大運","重大活動",0.5,0.5
"10154",2017-08-24,"[問卦] 世大運北韓也太猛",41,"M.1503555999.A.F09","世大運","重大活動",0.5,0.5
"10155",2017-08-24,"[問卦] 世大運棒球台韓戰哪段最趕人",13,"M.1503556355.A.8B5","世大運","重大活動",0.5,0.5
"10156",2017-08-24,"[問卦] 世大運開幕哪段最感人",10,"M.1503557039.A.9D4","世大運","重大活動",0.5,0.5
"10157",2017-08-24,"Re: [問卦] 世大運是靠""王八蛋""救援的吧",1,"M.1503557300.A.355","世大運","重大活動",0.5,0.5
"10158",2017-08-24,"[新聞] 撤北市兵權？林全：世大運維安 由內政部",16,"M.1503557684.A.B25","世大運","重大活動",0.5,0.5
"10159",2017-08-24,"[新聞] 世大運開幕後至今 各國選手直呼「很喜歡",129,"M.1503557702.A.5A7","世大運","重大活動",2,1.5
"10160",2017-08-24,"[問卦] 反年改抗議群眾VS.世大運俄羅斯選手",0,"M.1503558420.A.834","世大運","重大活動",0.1,0.1
"10161",2017-08-24,"[問卦] 有沒有世大運最大贏家的八卦",2,"M.1503558465.A.906","世大運","重大活動",0.5,0.5
"10162",2017-08-24,"[新聞] 世大運》台灣「金連金」票房賣破紀錄",11,"M.1503559403.A.380","世大運","重大活動",0.5,0.5
"10163",2017-08-24,"[新聞] 世大運場館安檢　竟有國中生帶名片刀",2,"M.1503562332.A.6C4","世大運","重大活動",0.5,0.5
"10164",2017-08-24,"Re: [問卦] 世大運辦成功 有些人氣到快中風？",0,"M.1503564099.A.A09","世大運","重大活動",0.1,0.1
"10165",2017-08-24,"Re: [問卦] 台灣世大運那麼多金牌 怎麼奧運成績？",4,"M.1503564501.A.0D0","世大運","重大活動",0.5,0.5
"10166",2017-08-24,"[問卦] 跨年亮眼的射箭正妹熊梅茜沒參加世大運嗎",6,"M.1503564815.A.4CE","世大運","重大活動",0.5,0.5
"10167",2017-08-24,"[問卦] 一個人看世大運會好看嗎?",7,"M.1503566108.A.CC2","世大運","重大活動",0.5,0.5
"10168",2017-08-24,"[問卦] 為什麼世大運裡拿國旗不會趕人",42,"M.1503566587.A.1AD","世大運","重大活動",0.5,0.5
"10169",2017-08-24,"[問卦] 世大運自選項目怎不選巧固球？",26,"M.1503567691.A.BD7","世大運","重大活動",0.5,0.5
"10170",2017-08-24,"Re: [新聞] 柯P世大運危機處理 姚文智：亂七八糟",11,"M.1503567703.A.5E0","世大運","重大活動",0.5,0.5
"10171",2017-08-24,"[新聞] 台女約世大運洋腸啪啪啪　她出面消毒「是幻想文」",65,"M.1503569010.A.5EF","世大運","重大活動",1,1
"10172",2017-08-24,"[問卦] 世大運的票效力？",4,"M.1503569014.A.8B9","世大運","重大活動",0.5,0.5
"10173",2017-08-24,"[新聞] 世大運》台法柔道賽 台選手遭「巴頭」",3,"M.1503569042.A.7CF","世大運","重大活動",0.5,0.5
"10174",2017-08-24,"[新聞] 台女約世大運洋腸啪啪啪　她出面消毒「是",21,"M.1503569259.A.1C7","世大運","重大活動",0.5,0.5
"10175",2017-08-24,"[問卦] 世大運辦完後 台灣未來體育能力會變強嗎?",9,"M.1503569416.A.414","世大運","重大活動",0.5,0.5
"10176",2017-08-24,"[新聞] 外籍選手涉性騷擾女志工 世大運︰不排除",29,"M.1503569701.A.A94","世大運","重大活動",0.5,0.5
"10177",2017-08-24,"Re: [問卦] 世大運自選項目怎不選巧固球？",1,"M.1503569937.A.2F0","世大運","重大活動",0.5,0.5
"10178",2017-08-24,"Re: [問卦] 世大運辦完後 台灣未來體育能力會變強嗎?",1,"M.1503570368.A.6B9","世大運","重大活動",0.5,0.5
"10179",2017-08-24,"[問卦]  世大運轉播是不是過譽了?",7,"M.1503570678.A.AD0","世大運","重大活動",0.5,0.5
"10180",2017-08-24,"[新聞] 世大運選手消費力驚人 不到2週換匯逾2000",28,"M.1503570751.A.90E","世大運","重大活動",0.5,0.5
"10181",2017-08-24,"Re: [問卦]  世大運轉播是不是過譽了?",1,"M.1503570788.A.292","世大運","重大活動",0.5,0.5
"10182",2017-08-24,"Re: [問卦]  世大運轉播是不是過譽了?",1,"M.1503571252.A.CCC","世大運","重大活動",0.5,0.5
"10183",2017-08-24,"[問卦] 世大運女運動員會用app約炮嗎？",2,"M.1503572054.A.5C0","世大運","重大活動",0.5,0.5
"10184",2017-08-24,"[問卦] 世大運自選項目為什麼不選藤球？",7,"M.1503572160.A.652","世大運","重大活動",0.5,0.5
"10185",2017-08-24,"[問卦] 為什麼世大運沒有自由車的比賽？",1,"M.1503572462.A.1EC","世大運","重大活動",0.5,0.5
"10186",2017-08-24,"[問卦] 南部人有在瘋世大運嗎？",14,"M.1503572524.A.DD1","世大運","重大活動",0.5,0.5
"10187",2017-08-24,"[新聞]柯P免驚！世大運票房走高　已賣破60萬張",53,"M.1503573412.A.9FF","世大運","重大活動",1,1
"10188",2017-08-24,"[問卦] 世大運田徑賽場邊報導的八卦？",1,"M.1503573514.A.718","世大運","重大活動",0.5,0.5
"10189",2017-08-24,"[新聞] 世大運菲律賓選手 染登革熱進加護病房",8,"M.1503573717.A.4C3","世大運","重大活動",0.5,0.5
"10190",2017-08-24,"[新聞] 世大運票房看俏 閉幕式門票已賣光",20,"M.1503574095.A.51B","世大運","重大活動",0.5,0.5
"10191",2017-08-24,"[新聞] 混血正妹駐點叫賣 世大運商品業績增5成",7,"M.1503574845.A.C30","世大運","重大活動",0.5,0.5
"10192",2017-08-24,"Re: [問卦] 有沒有世大運溜冰滑輪是用手按計時的八卦?",1,"M.1503577879.A.FE9","世大運","重大活動",0.5,0.5
"10193",2017-08-24,"[問卦] 世大運桌球賽制根本不公平",1,"M.1503577913.A.258","世大運","重大活動",0.5,0.5
"10194",2017-08-24,"[問卦] 世大運男子100公尺決賽",2,"M.1503577958.A.E5E","世大運","重大活動",0.5,0.5
"10195",2017-08-24,"[新聞] 世大運輸韓國　周思齊：罵的人也要提出",-54,"M.1503578183.A.CAA","世大運","重大活動",0.1,0.1
"10196",2017-08-24,"[爆卦] 田徑奪牌啦  男子100公尺金牌",250,"M.1503578576.A.D75","世大運","重大活動",3,2
"10197",2017-08-24,"[問卦] 世大運籃球",2,"M.1503578637.A.D11","世大運","重大活動",0.5,0.5
"10198",2017-08-24,"[問卦] 金正恩會看世大運嗎?",7,"M.1503578827.A.D8B","世大運","重大活動",0.5,0.5
"10199",2017-08-24,"[問卦] 台灣是歷代世大運票房最好的嗎？",90,"M.1503578947.A.310","世大運","重大活動",1,1
"10200",2017-08-24,"[問卦] 看著各項目奪牌 棒球是不是很悶？",2,"M.1503579062.A.2A1","世大運","重大活動",0.5,0.5
"10201",2017-08-24,"Re: [新聞] 世大運丟煙霧彈嫌犯抓到了　警高雄逮人押解北上",0,"M.1503579124.A.047","世大運","重大活動",0.1,0.1
"10202",2017-08-24,"[問卦] 世大運中國沒參賽，誰代表中國",-5,"M.1503579256.A.8F6","世大運","重大活動",0.1,0.1
"10203",2017-08-24,"[新聞] 世大運田徑男子百公尺　楊俊瀚奪台灣26年",48,"M.1503579360.A.0F8","世大運","重大活動",0.5,0.5
"10204",2017-08-24,"[問卦] 姆咪參加世大運會拿金牌嗎",-1,"M.1503579672.A.BA4","世大運","重大活動",0.1,0.1
"10205",2017-08-24,"[問卦] 世大運換來大家對體育的重視？",11,"M.1503579729.A.761","世大運","重大活動",0.5,0.5
"10206",2017-08-24,"[問卦] 世大運贏獎牌--金正恩會很高興嗎??",4,"M.1503579882.A.1A4","世大運","重大活動",0.5,0.5
"10207",2017-08-24,"[問卦] 有沒有世大運拿牌有什麼好high的阿?",-12,"M.1503580010.A.661","世大運","重大活動",0.1,0.1
"10208",2017-08-24,"[問卦] 有沒有世大運棒球隊會被其他運動隊嘲笑阿",2,"M.1503580065.A.D23","世大運","重大活動",0.5,0.5
"10209",2017-08-24,"[問卦] 為何在世大運拿金像在奧運拿金一樣嗨?",-6,"M.1503580138.A.096","世大運","重大活動",0.1,0.1
"10210",2017-08-24,"[問卦] 八卦鄉民比世大運是不是包辦前三? ",3,"M.1503580209.A.A06","世大運","重大活動",0.5,0.5
"10211",2017-08-24,"Re: [問卦] 有沒有世大運拿牌有什麼好high的阿?",2,"M.1503580442.A.CD1","世大運","重大活動",0.5,0.5
"10212",2017-08-24,"[問卦] 有沒有世大運賽場遍布各地的八卦？",-7,"M.1503581185.A.1D7","世大運","重大活動",0.1,0.1
"10213",2017-08-24,"[爆卦] 世大運獎牌榜",33,"M.1503581313.A.DBB","世大運","重大活動",0.5,0.5
"10214",2017-08-24,"[爆卦] 世大運男排 - TPE VS 日本",7,"M.1503581449.A.D1D","世大運","重大活動",0.5,0.5
"10215",2017-08-24,"[問卦] 世大運各國是精銳盡出嗎?",17,"M.1503581598.A.D48","世大運","重大活動",0.5,0.5
"10216",2017-08-24,"[問卦] 大家不敢在世大運用前仰買犯?",-1,"M.1503582258.A.CC4","世大運","重大活動",0.1,0.1
"10217",2017-08-24,"[新聞] 床戰世大運西洋小鮮肉！台女澄清是「幻想",26,"M.1503582855.A.9A8","世大運","重大活動",0.5,0.5
"10218",2017-08-24,"[問卦] 世大運棒球 籃球是不是黃金交叉了",5,"M.1503582907.A.5F8","世大運","重大活動",0.5,0.5
"10219",2017-08-24,"[問卦] 世大運男籃跟棒球最大的差別",5,"M.1503582919.A.7B3","世大運","重大活動",0.5,0.5
"10220",2017-08-24,"[問卦] 這次世大運最廢的是棒球嗎",60,"M.1503582983.A.029","世大運","重大活動",1,1
"10221",2017-08-24,"Re: [問卦] 這次世大運最廢的是棒球嗎",-1,"M.1503583129.A.667","世大運","重大活動",0.1,0.1
"10222",2017-08-24,"[問卦] 這次世大運最大的笑話是不是棒球?",198,"M.1503583216.A.58A","世大運","重大活動",2,1.5
"10223",2017-08-24,"[問卦] 世大運改成四大運會怎樣?",-7,"M.1503583751.A.A62","世大運","重大活動",0.1,0.1
"10224",2017-08-24,"[問卦] 這次世大運是不是很戲劇性呢！",2,"M.1503583831.A.16C","世大運","重大活動",0.5,0.5
"10225",2017-08-24,"[新聞] 世大運禁國旗彭文正嗆柯P「希望良心告訴",-34,"M.1503584524.A.5AA","世大運","重大活動",0.1,0.1
"10226",2017-08-24,"[新聞] 世大運「煙霧彈男」陳進添交保 法官：有",-142,"M.1503584820.A.B37","世大運","重大活動",0.1,0.1
"10227",2017-08-24,"[問卦] 如果實況主參加世大運當綜藝隊",0,"M.1503585118.A.C00","世大運","重大活動",0.1,0.1
"10228",2017-08-24,"[問卦] 有沒有世大運證明了台灣人真的超強的八<U+A820>",4,"M.1503585311.A.09A","世大運","重大活動",0.5,0.5
"10229",2017-08-24,"[問卦] 為啥亞洲盃不派世大運男籃去",4,"M.1503585334.A.234","世大運","重大活動",0.5,0.5
"10230",2017-08-24,"[問卦] 日本這次世大運網球跟籃球是不是沒派精銳",8,"M.1503585557.A.F75","世大運","重大活動",0.5,0.5
"10231",2017-08-24,"Re: [新聞] 世大運「煙霧彈男」陳進添交保 法官：有",0,"M.1503585558.A.488","世大運","重大活動",0.1,0.1
"10232",2017-08-24,"[問卦] 世大運放twitch聊天室會怎樣?",11,"M.1503585863.A.3B0","世大運","重大活動",0.5,0.5
"10233",2017-08-24,"[新聞] 世大運毆警案　前後備司令：政客誤會我們",-16,"M.1503585947.A.B8F","世大運","重大活動",0.1,0.1
"10234",2017-08-24,"[問卦] 世大運-排球場魔咒？",8,"M.1503586290.A.E3E","世大運","重大活動",0.5,0.5
"10235",2017-08-24,"Re: [問卦] 世大運放twitch聊天室會怎樣?",5,"M.1503586383.A.BDE","世大運","重大活動",0.5,0.5
"10236",2017-08-24,"[問卦] 世大運報中文國名怎麼那麼繁雜？",5,"M.1503586555.A.242","世大運","重大活動",0.5,0.5
"10237",2017-08-24,"[新聞] 楊俊瀚獲世大運58年來首面男子短跑金牌",26,"M.1503587796.A.175","世大運","重大活動",0.5,0.5
"10238",2017-08-24,"[問卦] 世大運如果有巧固球的話可以加幾面金牌?",2,"M.1503587806.A.2DA","世大運","重大活動",0.5,0.5
"10239",2017-08-24,"[新聞] 世大運田徑最速男 楊俊瀚：台灣不會輸",26,"M.1503588613.A.AC2","世大運","重大活動",0.5,0.5
"10240",2017-08-24,"[問卦] 世大運和奧運",2,"M.1503589739.A.97F","世大運","重大活動",0.5,0.5
"10241",2017-08-24,"[問卦] 參加世大運一定是大學生嗎?",3,"M.1503590110.A.D9E","世大運","重大活動",0.5,0.5
"10242",2017-08-25,"[新聞] 世大運選手夜生活精彩 「極樂」地點曝光",-1,"M.1503591062.A.CEC","世大運","重大活動",0.1,0.1
"10243",2017-08-25,"[問卦] 世大運選手將來加入了sbl會想什麼？",3,"M.1503591173.A.2B7","世大運","重大活動",0.5,0.5
"10244",2017-08-25,"[問卦] 看世大運排球覺得日本男生好高",3,"M.1503591642.A.0EA","世大運","重大活動",0.5,0.5
"10245",2017-08-25,"Re: [新聞] 世大運「煙霧彈男」陳進添交保 法官：有",2,"M.1503591782.A.E58","世大運","重大活動",0.5,0.5
"10246",2017-08-25,"[問卦] 如果叫公園裡的阿伯去參加世大運",5,"M.1503591919.A.DE4","世大運","重大活動",0.5,0.5
"10247",2017-08-25,"[新聞] 世大運有狼！斯里蘭卡籍選手涉性騷擾",35,"M.1503592331.A.95E","世大運","重大活動",0.5,0.5
"10248",2017-08-25,"[問卦] 世大運籃球排球的好表現 會帶動系隊發展",4,"M.1503592469.A.1B4","世大運","重大活動",0.5,0.5
"10249",2017-08-25,"[新聞] 世大運有狼！斯里蘭卡籍選手涉性騷擾",21,"M.1503592882.A.9DF","世大運","重大活動",0.5,0.5
"10250",2017-08-25,"[問卦] 網紅或YouTuber們要不要來採訪這些世大運",-2,"M.1503594049.A.9DD","世大運","重大活動",0.1,0.1
"10251",2017-08-25,"Re: [新聞] 世大運「煙霧彈男」陳進添交保 法官：有",3,"M.1503594408.A.F14","世大運","重大活動",0.5,0.5
"10252",2017-08-25,"Re: [新聞] 世大運「煙霧彈男」陳進添交保 法官：有",7,"M.1503594821.A.509","世大運","重大活動",0.5,0.5
"10253",2017-08-25,"[問卦] 有沒有世大運觀眾風度的八卦？？？",-1,"M.1503595098.A.883","世大運","重大活動",0.1,0.1
"10254",2017-08-25,"[問卦] 世大運的等級大概多少？",11,"M.1503595798.A.6BF","世大運","重大活動",0.5,0.5
"10255",2017-08-25,"[問卦] 張順瑋有去看世大運嗎?",1,"M.1503597522.A.3C9","世大運","重大活動",0.5,0.5
"10256",2017-08-25,"[爆卦] 建國派世大運閉幕,要全球知道建台灣民國",-1,"M.1503603581.A.CC7","世大運","重大活動",0.1,0.1
"10257",2017-08-25,"[新聞] 若世大運是戰爭 黃安看衰「台灣輸死了！",-94,"M.1503604137.A.727","世大運","重大活動",0.1,0.1
"10258",2017-08-25,"[問卦] 為什麼世大運沒高爾夫？",-12,"M.1503615354.A.766","世大運","重大活動",0.1,0.1
"10259",2017-08-25,"Re: [爆卦] 建國派世大運閉幕,要全球知道建台灣民國",1,"M.1503617808.A.AFD","世大運","重大活動",0.5,0.5
"10260",2017-08-25,"[問卦] 今天台北有希望放世大運假兼颱風假嗎",3,"M.1503618405.A.897","世大運","重大活動",0.5,0.5
"10261",2017-08-25,"[問卦] 世大運的外國選手會覺得台北市像貧民窟嗎",11,"M.1503619484.A.91B","世大運","重大活動",0.5,0.5
"10262",2017-08-25,"[新聞] 世大運選手超愛喝「珍奶」…大口狂吸QQ　",186,"M.1503619732.A.F32","世大運","重大活動",2,1.5
"10263",2017-08-25,"Re: [問卦] 世大運的外國選手會覺得台北市像貧民窟嗎",1,"M.1503619761.A.62C","世大運","重大活動",0.5,0.5
"10264",2017-08-25,"[問卦] 世大運之大學到出社會",2,"M.1503620291.A.D53","世大運","重大活動",0.5,0.5
"10265",2017-08-25,"[新聞] 世大運之後 桃園將爭取30年首場世中運",6,"M.1503621723.A.F12","世大運","重大活動",0.5,0.5
"10266",2017-08-25,"[新聞] 梁文傑：世大運大學生聯誼而已　何必國仇",34,"M.1503622914.A.ED6","世大運","重大活動",0.5,0.5
"10267",2017-08-25,"[新聞] 體恤世大運警和志工 館長霸氣請喝800杯星",217,"M.1503622979.A.80D","世大運","重大活動",3,2
"10268",2017-08-25,"[問卦] 世大運排名前幾名都東亞的國家？",19,"M.1503624035.A.BD6","世大運","重大活動",0.5,0.5
"10269",2017-08-25,"[新聞] 世大運煙霧罐男 ：我愧對國家",-9,"M.1503624063.A.476","世大運","重大活動",0.1,0.1
"10270",2017-08-25,"Re: [新聞] 世大運選手超愛喝「珍奶」…大口狂吸QQ　",19,"M.1503624597.A.E8D","世大運","重大活動",0.5,0.5
"10271",2017-08-25,"Re: [新聞] 世大運》台法柔道賽 台選手遭「巴頭」",3,"M.1503624835.A.1A5","世大運","重大活動",0.5,0.5
"10272",2017-08-25,"Re: [新聞] 梁文傑：世大運大學生聯誼而已　何必國仇",4,"M.1503625097.A.42A","世大運","重大活動",0.5,0.5
"10273",2017-08-25,"[新聞] 世大運》沒奪牌遭記者放鴿子 舉重小將嘆",21,"M.1503625253.A.73F","世大運","重大活動",0.5,0.5
"10274",2017-08-25,"[問卦] 這次世大運買到哪張票最超值？",17,"M.1503625625.A.F4A","世大運","重大活動",0.5,0.5
"10275",2017-08-25,"[問卦] 為什麼台北世大運志工很多女生 一堆正妹?",1,"M.1503625838.A.737","世大運","重大活動",0.5,0.5
"10276",2017-08-25,"[問卦] 兩年後的世大運棒球是不是該自費機票參加",3,"M.1503626313.A.08F","世大運","重大活動",0.5,0.5
"10277",2017-08-25,"[問卦] 世大運某種聲音很安靜",9,"M.1503627210.A.6A4","世大運","重大活動",0.5,0.5
"10278",2017-08-25,"[新聞] 體恤世大運警和志工 館長撒12萬請800杯星",22,"M.1503627509.A.2A4","世大運","重大活動",0.5,0.5
"10279",2017-08-25,"[問卦] 有沒有世大運的蘿莉行銷的八卦？",2,"M.1503627530.A.167","世大運","重大活動",0.5,0.5
"10280",2017-08-25,"[新聞] 【世大運好肌情】讓姊妹們尖叫的11國天菜",4,"M.1503628373.A.EB7","世大運","重大活動",0.5,0.5
"10281",2017-08-25,"[新聞] 世大運選手消費驚人 換匯超過2000萬",55,"M.1503628848.A.167","世大運","重大活動",1,1
"10282",2017-08-25,"[新聞] 蔡英文向日說：台灣要入TPP順便推世大運",2,"M.1503628874.A.CFB","世大運","重大活動",0.5,0.5
"10283",2017-08-25,"[問卦] 世大運水球 中華V.S南韓",3,"M.1503628908.A.735","世大運","重大活動",0.5,0.5
"10284",2017-08-25,"Re: [新聞] 稱鬧世大運不丟臉　李來希：出國只能選廉",1,"M.1503629156.A.938","世大運","重大活動",0.5,0.5
